"sample_id","Quartz","Kaolinite","Goethite","K-feldspar","Plagioclase","Smectite (ML)","Organic matter","Halloysite","Mica (Tri)","Gibbsite","Ferrihydrite","Illite","Opal","Glass","Pyroxene","Ilmenite","Amphibole","Hematite","Maghemite","Vermiculite","Dickite","Muscovite","Mica (Di)","Magnetite","Calcite","Magnesite","Rutile","Smectite (Di)","Anatase","Olivine","Anhydrite","Apatite","Ankerite","Glauconite","Corundum","Palygorskite","Humic","Bassanite","Dolomite","Gypsum","Cristobalite","Siderite","Background"
"icr005965",20.4237,NA,5.8453,4.5553,39.6055,NA,3.1464,2.5077,4.1197,NA,3.5693,4.8227,NA,NA,NA,NA,2.2006,0.5793,NA,NA,NA,NA,2.6975,NA,2.5764,NA,NA,NA,NA,NA,0.9571,NA,2.2106,NA,NA,NA,NA,NA,NA,NA,0.182,NA,8e-04
"icr005966",26.4686,NA,4.7464,4.119,38.9771,NA,2.2263,2.7088,5.9744,NA,4.0749,4.3516,NA,NA,NA,NA,1.1201,0.4384,NA,NA,NA,NA,1.6915,NA,0.7149,NA,NA,NA,NA,NA,0.7489,NA,1.4282,NA,NA,NA,NA,NA,NA,NA,0.2102,NA,7e-04
"icr005985",55.1344,NA,3.1864,8.2098,23.4078,1.8702,1.3818,NA,1.3205,NA,NA,4.1969,NA,NA,NA,NA,1.2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr005986",27.7351,4.7952,4.1813,6.7246,21.8804,9.4939,3.4202,3.9356,7.8843,NA,2.5011,NA,NA,NA,NA,NA,2.3404,0.5005,NA,NA,NA,NA,NA,NA,4.6071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr006101",37.6474,NA,4.2647,12.0982,20.3628,2.4961,3.7413,4.8176,3.794,NA,2.2292,2.5477,NA,NA,NA,NA,0.7736,0.4078,NA,NA,NA,NA,2.5681,NA,0.9342,NA,NA,NA,NA,NA,0.523,NA,0.5581,NA,NA,NA,NA,NA,NA,NA,0.236,NA,2e-04
"icr006102",24.4852,NA,6.124,10.8031,25.5511,2.8106,3.7197,5.6645,6.7205,NA,2.1404,3.2613,NA,NA,NA,NA,1.8212,1.1475,NA,NA,NA,NA,2.0465,0.4172,1.2127,NA,NA,NA,NA,NA,0.8003,NA,0.9652,NA,NA,NA,NA,NA,NA,NA,0.3083,NA,6e-04
"icr006121",32.8464,NA,3.8241,8.8731,33.3597,NA,2.9926,5.829,2.7032,NA,2.42,2.6598,NA,NA,NA,NA,0.9348,0.5278,NA,NA,NA,NA,1.729,NA,NA,NA,NA,NA,NA,NA,0.6255,NA,0.6744,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-04
"icr006122",27.2592,4.5137,4.6489,9.2236,35.3348,NA,3.0836,3.3556,5.4523,NA,0.9998,2.8532,NA,NA,NA,NA,1.0108,0.6538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5812,NA,0.7075,NA,NA,NA,NA,NA,NA,NA,0.3214,NA,6e-04
"icr006454",56.8665,NA,NA,7.8019,5.7256,7.067,4.6429,NA,1.4551,NA,1.0519,12.6063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7824,NA,NA,NA,NA,NA,NA,NA,NA,5e-04
"icr006455",61.2265,NA,NA,8.2253,5.3849,5.2632,2.6024,NA,2.2744,NA,0.7327,10.0342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6545,NA,NA,NA,NA,NA,NA,NA,NA,2.6014,NA,NA,NA,NA,NA,NA,NA,NA,5e-04
"icr006492",62.268,3.7457,3.8285,17.1505,9.8139,NA,NA,NA,2.8571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04
"icr006493",78.6313,NA,NA,10.3226,6.2146,NA,2.1432,NA,2.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr006530",49.4723,8.7215,4.9445,6.7117,1.9889,NA,2.6472,7.6492,5.2659,NA,2.6641,NA,NA,NA,NA,NA,NA,0.5904,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3572,0.4291,NA,0.5574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-04
"icr006531",97.3451,NA,NA,2.3088,NA,NA,NA,NA,0.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04
"icr006570",88.5787,2.3913,NA,5.3423,1.0221,NA,0.765,NA,1.9003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr006571",94.0818,NA,NA,5.1901,NA,NA,NA,NA,0.728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04
"icr006744",72.1321,NA,1.8714,14.3404,4.786,NA,2.4983,NA,4.3717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04
"icr006745",74.9965,3.7122,NA,13.8378,4.2415,NA,1.067,NA,2.1448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04
"icr020848",81.0494,2.3587,NA,5.7076,NA,NA,4.9679,NA,1.0151,NA,NA,NA,NA,4.9014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr020849",90.0549,NA,NA,3.8537,0.7215,NA,NA,NA,NA,NA,NA,NA,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-04
"icr020888",76.9147,6.1629,NA,10.4234,2.4695,NA,4.0293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04
"icr020889",70.8846,13.4637,2.9452,7.4522,1.4882,NA,1.9287,NA,1.6718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-04
"icr020908",51.7087,11.1298,5.231,25.4543,2.7716,NA,1.9412,1.4351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3e-04
"icr020909",50.5084,11.3397,5.9922,26.1557,1.4887,NA,NA,2.4722,1.6853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2e-04
"icr020970",37.8626,NA,3.358,46.4631,4.5852,NA,3.7635,3.7399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr020971",41.5983,NA,4.4253,47.3876,3.4416,NA,2.9103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3e-04
"icr021063",73.0485,6.2384,4.9885,10.5645,1.0359,NA,1.7025,NA,0.5402,NA,1.7199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-04
"icr021064",82.6213,3.9831,3.8438,8.129,NA,NA,NA,NA,0.1679,NA,1.2551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-04
"icr021103",92.0695,NA,NA,4.4475,1.7254,NA,1.7576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04
"icr021104",89.6325,NA,NA,5.7543,2.1481,NA,2.4648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04
"icr024956",67.6782,7.2113,3.8744,16.5379,4.0031,NA,0.6951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr024957",61.2077,6.2372,6.333,14.9341,3.8253,NA,2.074,5.2228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2e-04
"icr024976",93.4142,NA,NA,2.8531,NA,NA,NA,NA,3.7324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr024977",89.8678,2.5591,NA,3.1674,NA,NA,NA,NA,1.3577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04
"icr024994",59.3336,5.2404,6.0728,17.4364,4.1409,NA,1.4398,3.3166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2e-04
"icr024995",63.6929,8.8415,4.286,14.2052,1.8132,NA,NA,2.45,2.5441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr030043",2.6398,13.2108,7.2469,1.5334,1.2573,5.4111,9.0671,16.8382,1.6412,0.7583,2.265,6.9351,3.8753,2.5544,2.5722,1.7452,1.2567,2.7378,9.8072,NA,1.787,NA,NA,NA,NA,1.5008,NA,NA,0.9212,NA,1.6421,0.7899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006
"icr030044",0.404,13.6934,10.1935,1.2959,1.2896,6.6507,6.469,21.8353,6.2895,NA,1.1706,4.1093,3.6439,NA,NA,1.3018,1.1215,3.2128,9.493,NA,NA,1.8395,NA,0.7572,NA,1.7879,0.2629,NA,0.7618,NA,1.3609,0.7322,NA,NA,NA,NA,NA,NA,0.3177,NA,NA,NA,0.0063
"icr030083",4.668,17.425,8.8562,1.2468,2.4902,5.0645,9.1923,18.8662,NA,0.5223,NA,4.2633,3.2642,NA,1.2279,2.8845,1.5139,3.9005,8.6733,NA,NA,NA,NA,NA,NA,2.1034,NA,NA,0.8737,NA,1.2513,1.0189,NA,NA,NA,NA,NA,NA,0.3165,NA,NA,0.3711,0.006
"icr030084",2.5981,20.1146,11.0629,1.5681,1.1305,3.6979,0.9487,22.0777,1.1453,0.796,NA,5.5836,4.9084,NA,NA,3.0255,1.0867,4.8359,10.4866,NA,NA,NA,NA,NA,NA,2.0245,NA,NA,1.0515,NA,1.1977,0.6522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0076
"icr030103",21.2556,4.5564,5.1528,1.1177,23.6321,3.1395,7.0208,NA,8.5508,NA,4.6061,2.0995,NA,NA,NA,NA,1.7863,NA,NA,NA,NA,4.5878,3.1409,NA,0.6665,NA,NA,NA,NA,NA,1.2675,0.4634,2.2598,4.3344,NA,NA,NA,NA,NA,NA,0.3606,NA,0.0015
"icr030104",24.9708,3.5399,4.5026,NA,24.0631,1.8316,5.4565,NA,10.0717,NA,4.2895,2.5572,NA,NA,NA,NA,1.3466,NA,NA,NA,NA,3.7275,4.1029,NA,0.7379,NA,NA,NA,NA,NA,1.128,0.564,2.2037,3.082,NA,1.4352,NA,NA,NA,NA,0.3879,NA,0.0014
"icr030123",39.8483,11.2634,5.4931,6.6002,12.0296,1.479,4.9403,NA,5.8302,NA,3.1254,4.0707,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0678,3.5388,NA,NA,NA,NA,NA,0.1182,NA,0.5945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04
"icr030124",40.513,12.3786,6.4777,8.445,12.9401,1.7608,4.2459,NA,1.478,NA,2.7419,4.2864,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2882,2.0114,NA,NA,NA,NA,NA,0.1112,NA,0.3216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04
"icr030143",27.9115,12.5373,6.9114,3.8854,1.1708,12.3466,12.5501,4.6494,2.8275,NA,4.1439,NA,2.2589,NA,NA,1.2847,NA,0.6619,4.9322,NA,NA,NA,NA,0.3407,NA,0.8972,NA,NA,0.2576,NA,0.4301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0028
"icr030144",33.289,8.8674,8.6301,3.8129,1.3387,15.6515,4.4316,8.5433,NA,0.5104,2.826,NA,3.0542,NA,NA,1.4177,NA,0.7297,4.1203,NA,1.6727,NA,NA,NA,NA,0.8109,NA,NA,0.2911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024
"icr030163",2.671,11.0266,10.2598,3.1276,2.3359,13.3104,18.5166,10.0259,NA,NA,3.1492,NA,3.7982,6.7921,0.9104,2.2996,2.0577,1.3171,2.3697,NA,NA,NA,NA,1.2605,0.5435,0.8559,0.4337,NA,0.8632,NA,1.1448,0.9265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004
"icr030164",12.3339,15.3365,NA,NA,NA,54.8446,NA,NA,NA,0.6452,NA,NA,5.8761,NA,NA,1.0328,NA,NA,NA,8.3178,NA,NA,NA,NA,NA,0.9752,NA,NA,0.637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-04
"icr030183",24.7313,6.7425,6.8366,0.8673,14.0112,2.4413,5.2148,NA,5.0741,NA,5.3551,5.6084,2.4105,NA,NA,NA,1.6125,NA,NA,1.5497,NA,4.7966,3.9278,NA,1.2238,NA,NA,NA,0.312,NA,1.5906,0.5202,2.1935,2.8252,NA,NA,NA,NA,NA,NA,0.1529,NA,0.002
"icr030184",19.6816,6.689,7.3097,1.6324,14.5963,2.2288,2.8115,NA,13.1755,NA,4.7987,6.3998,1.8654,NA,NA,NA,NA,0.4902,NA,1.6026,NA,3.5026,3.3247,NA,1.2686,NA,NA,NA,0.3323,NA,1.7885,0.6835,2.5791,2.9061,NA,NA,NA,NA,NA,NA,0.3306,NA,0.0025
"icr030200",8.9091,21.1343,9.262,0.8957,1.3227,3.3045,3.7927,17.2676,1.5296,NA,NA,7.5535,4.017,NA,NA,0.7847,1.0129,4.2214,9.0954,NA,NA,NA,NA,NA,NA,1.8275,0.4577,NA,0.9479,NA,1.4171,0.7839,NA,NA,NA,NA,NA,NA,0.4568,NA,NA,NA,0.006
"icr030201",7.1046,19.8685,8.9031,1.2847,1.6366,4.6967,12.0301,13.7572,NA,0.5339,NA,7.0466,3.0922,NA,NA,NA,1.2118,3.9525,9.1816,NA,NA,NA,NA,NA,NA,2.1291,0.2602,NA,0.7321,NA,1.2748,0.8154,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4832,0.0051
"icr030258",40.4657,5.1971,4.0939,9.926,19.6169,0.891,5.9941,NA,2.0091,NA,3.3253,3.7706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3928,NA,NA,NA,NA,NA,0.1595,NA,0.6004,NA,0.3727,NA,NA,NA,NA,NA,NA,NA,0.1848,NA,1e-04
"icr030259",33.9226,4.4003,4.5816,13.6708,27.185,0.8389,3.9867,NA,NA,NA,1.4682,4.4572,NA,NA,NA,NA,NA,0.4037,NA,NA,NA,NA,4.3935,NA,NA,NA,NA,NA,NA,NA,0.6914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-04
"icr030276",18.4687,3.9177,6.0911,1.4879,14.7409,5.9402,4.4826,8.6324,3.162,NA,8.376,4.305,3.2135,NA,NA,NA,4.1472,0.5955,NA,5.5155,NA,NA,NA,NA,0.9153,0.8641,NA,NA,0.1532,NA,1.238,0.6076,2.9788,NA,NA,NA,NA,NA,NA,NA,0.1635,NA,0.0033
"icr030277",12.0105,4.2236,7.1031,1.419,14.1485,7.4995,4.9631,9.8373,4.5853,NA,9.4741,4.5225,3.94,NA,NA,NA,3.4442,0.6956,NA,5.3024,NA,NA,NA,NA,0.9656,0.8251,NA,NA,0.1342,NA,1.4385,0.6886,2.7758,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0035
"icr030296",26.1235,8.1654,3.7738,1.9728,11.0468,2.916,12.7115,3.2555,4.9875,NA,4.7731,8.2762,2.4669,NA,NA,NA,NA,0.9636,NA,NA,NA,NA,5.2119,NA,0.5852,NA,NA,NA,0.2591,NA,1.2991,NA,1.2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0017
"icr030297",21.1133,8.6162,5.4264,2.3006,10.6539,4.1193,9.1305,6.0652,4.9839,NA,5.5229,8.1727,2.9368,NA,NA,NA,NA,1.1223,NA,NA,NA,1.9312,3.6423,NA,0.6937,0.5931,NA,NA,0.3725,NA,1.3648,NA,1.2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0018
"icr030316",22.0513,5.4312,7.3786,2.5216,16.975,2.0771,9.9188,NA,11.0205,NA,4.6246,5.382,NA,NA,NA,NA,1.538,NA,NA,NA,NA,NA,NA,NA,1.1157,NA,NA,NA,0.2451,NA,1.9265,0.6291,2.6428,4.0485,NA,NA,NA,NA,NA,NA,0.4719,NA,0.0017
"icr030317",22.6566,5.2489,8.2715,2.4416,15.3789,1.344,5.4012,NA,12.2407,NA,5.9973,4.9053,NA,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.015,NA,NA,NA,0.1848,NA,1.8013,0.6783,2.9397,3.3019,NA,1.4484,NA,NA,NA,NA,0.3726,NA,0.002
"icr033407",26.8093,NA,NA,7.6674,14.611,32.7288,NA,NA,4.5171,NA,3.4316,3.1815,NA,NA,NA,0.8713,2.0137,0.4268,NA,NA,NA,NA,NA,NA,3.0708,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0011
"icr033408",18.9593,NA,NA,6.1891,12.671,36.3817,NA,NA,5.9053,NA,2.2429,3.8133,NA,NA,NA,NA,1.2048,0.5813,NA,NA,NA,NA,NA,NA,2.9836,0.9949,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5308,NA,NA,0.6199,5.9234,NA,NA,-0.0014
"icr033525",74.7689,NA,NA,4.9287,7.6951,10.5063,NA,NA,NA,NA,0.8315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6e-04
"icr033526",62.1181,NA,NA,6.5092,10.206,15.0758,NA,NA,1.1566,NA,NA,NA,NA,NA,NA,0.7683,NA,NA,NA,NA,NA,NA,NA,NA,1.4773,NA,NA,2.6896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9e-04
"icr033582",6.6333,6.2489,7.4287,7.9668,21.4448,14.3881,5.4201,8.0312,4.1808,NA,4.1246,2.1621,1.6526,NA,1.1987,NA,4.3352,0.5421,NA,NA,1.2885,NA,NA,NA,0.6823,0.6823,0.3547,NA,0.2364,NA,NA,0.5984,0.3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0012
"icr033583",8.2603,5.8647,8.2346,9.2162,23.3043,11.2421,5.4103,9.1906,7.6496,NA,2.6788,NA,NA,NA,1.3629,0.6637,5.4641,0.7621,NA,NA,NA,NA,NA,NA,NA,0.5231,NA,NA,0.1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001
"icr033621",24.9696,NA,6.3481,8.9712,16.6636,9.6253,NA,NA,4.848,NA,NA,3.3367,NA,NA,8.5778,1.0826,2.9359,NA,NA,NA,NA,NA,NA,NA,7.3958,NA,NA,NA,NA,5.0724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1719,NA,8e-04
"icr033622",23.4134,NA,7.4208,7.7662,16.1401,11.5522,1.8815,NA,NA,NA,NA,5.4273,NA,NA,7.1588,0.9223,3.194,NA,NA,NA,NA,NA,NA,0.3854,10.5178,NA,NA,NA,NA,4.2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-04
"icr033656",18.7833,NA,5.8015,7.8535,24.6398,21.476,5.0461,NA,NA,NA,2.4082,3.0877,NA,NA,3.5778,1.0878,2.0237,0.7747,NA,NA,NA,NA,NA,0.6923,0.4169,NA,NA,NA,0.1844,NA,NA,NA,NA,NA,NA,1.9011,NA,NA,NA,NA,0.2446,NA,4e-04
"icr033657",17.38,NA,4.7392,7.3012,23.565,23.119,3.1042,NA,NA,NA,0.6938,4.6312,NA,NA,3.2444,1.0964,2.1295,0.692,NA,NA,NA,NA,NA,0.6782,3.801,NA,NA,NA,NA,1.2392,NA,NA,NA,NA,NA,2.1018,NA,NA,0.4833,NA,NA,NA,6e-04
"icr033811",16.2898,2.0829,6.2395,8.1213,15.8705,33.357,3.8664,NA,NA,NA,2.2644,4.0598,NA,NA,3.6655,0.967,0.8919,0.8789,NA,NA,NA,NA,NA,NA,1.2718,NA,NA,NA,0.1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr033812",14.2263,NA,6.9595,6.5979,13.2509,36.127,5.319,NA,NA,NA,2.4378,4.4117,NA,NA,3.4505,NA,1.0064,0.8626,NA,NA,NA,NA,NA,NA,3.7493,0.7618,NA,NA,0.2744,NA,NA,NA,NA,NA,NA,NA,NA,0.5656,NA,NA,NA,NA,-4e-04
"icr037453",86.5838,8.4369,3.551,NA,NA,NA,NA,NA,0.125,NA,1.3033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"icr037454",77.1999,13.0618,5.0242,NA,NA,NA,NA,NA,2.1807,NA,2.4116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1e-04
"icr037531",85.2212,6.0186,2.6202,NA,NA,NA,1.2347,NA,4.206,NA,NA,NA,NA,NA,NA,NA,NA,0.5535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04
"icr037532",78.8626,10.7961,3.7064,NA,NA,NA,NA,NA,4.5905,NA,1.2669,NA,NA,NA,NA,NA,NA,0.6283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-04
